10 NAT2 00232+2.3.1.5 0.448149231 3.766170637
10 NAT2 00633+2.3.1.5 0.448149231 3.766170637
10 NAT2 00983+2.3.1.5 0.448149231 3.766170637
100 ADA  1.976790566 2.200121759
4191 MDH2 00630+1.1.1.37 5.767543119 5.591071257
4191 MDH2 00680+1.1.1.37 5.767543119 5.591071257
4191 MDH2 00710+1.1.1.37 5.767543119 5.591071257
4191 MDH2 00720+1.1.1.37 5.767543119 5.591071257
4192 MDK  5.244731959 4.97144556
4193 MDM2  3.824478912 3.547462973
4194 MDM4  2.64942028 3.432165331
4199 ME1  5.217520928 3.518145789
420 ART4  0.132214463 0.655491988
4200 ME2  2.566103389 4.844994433
4201 MEA1  2.426462782 2.393838546
4204 MECP2  2.608629297 3.275916514
4205 MEF2A  2.639377462 3.739017569
4208 MEF2C  0.132214463 3.599427471
4209 MEF2D  2.598166158 4.018889857
421 ARVCF  0.991857044 1.12613091
4210 MEFV  0 0.732578551
4211 MEIS1  1.829386548 2.679832591
4212 MEIS2  2.487032686 2.897714903
4214 MAP3K1  2.888278935 2.58555793
4215 MAP3K3  2.087862681 2.880543982
4216 MAP3K4  2.401168824 3.304657617
4217 MAP3K5  0.881090702 2.66382864
4218 RAB8A  4.61449281 5.124911307
4221 MEN1  2.639377462 2.884864433
4222 MEOX1  0.820738686 1.221537312
4223 MEOX2  0 1.020652778
4224 MEP1A  3.185604573 7.047624358
4225 MEP1B  0 7.07958491
4232 MEST  5.606225473 3.642781698
4233 MET  3.034444685 2.955592406
4234 METTL1  3.161945257 1.781565372
4236 MFAP1  4.229867405 3.603638378
4237 MFAP2  2.872414964 1.937649002
4238 MFAP3  2.487032686 3.029138535
4239 MFAP4  0 5.054079619
4240 MFGE8  4.974073107 3.258266801
4241 MELTF  1.629091327 2.421626273
4242 MFNG  0 2.165322842
4242 MFNG 00514+2.4.1.222 0 2.165322842
4245 MGAT1  3.301388767 4.432203554
4246 SCGB2A1  0 0.074341092
4247 MGAT2 00510+2.4.1.143 3.191432962 3.451921123
4247 MGAT2 00513+2.4.1.143 3.191432962 3.451921123
4248 MGAT3  2.598166158 3.762592545
4248 MGAT3 00510+2.4.1.144 2.598166158 3.762592545
4249 MGAT5  2.608629297 3.735340809
4250 SCGB2A2  0 0
4253 MIA2  3.371743209 4.114079268
4254 KITLG  5.77590741 3.545238068
4255 MGMT  3.851871674 2.625458877
4256 MGP  0 5.766508656
4257 MGST1  5.409365482 5.160525396
4258 MGST2  3.842823871 4.548970979
4259 MGST3  4.68217081 5.252287969
4261 CIITA  0 1.498022909
4261 CIITA 04150+2.7.11.1 0 1.498022909
4261 CIITA 04151+2.7.11.1 0 1.498022909
4261 CIITA 04714+2.7.11.1 0 1.498022909
4261 CIITA 04926+2.7.11.1 0 1.498022909
4261 CIITA 05165+2.7.11.1 0 1.498022909
4267 CD99  0 0
427 ASAH1  4.42882553 4.657188105
4277 MICB  2.087862681 0.838095947
4281 MID1  3.258846013 2.943468974
4282 MIF  6.319664711 5.053586877
4283 CXCL9  0 1.407802965
4284 MIP  0 0
4285 MIPEP  3.034444685 2.386769266
4286 MITF  1.806436331 2.597121579
4287 ATXN3  2.293064263 2.328340455
4288 MKI67  3.592871397 2.02284519
4289 MKLN1  3.76406149 4.453085732
429 ASCL1  0 0.143535956
4291 MLF1  0 1.498022909
4292 MLH1  3.767334017 3.072947922
4293 MAP3K9  1.224658046 1.048083542
4294 MAP3K10  0.881090702 1.868622547
4295 MLN  0.132214463 3.859862876
4296 MAP3K11  2.521688396 3.580255828
4297 KMT2A  3.455484047 3.569443923
4297 KMT2A 00310+2.1.1.43 3.455484047 3.569443923
4298 MLLT1  3.22007599 2.9833216
4299 AFF1  3.242413993 4.585835376
43 ACHE  2.753706535 3.209618738
430 ASCL2  1.734245349 1.498022909
4300 MLLT3  2.669208313 2.799402962
4301 AFDN  2.639377462 3.993606109
4302 MLLT6  1.873764832 3.720497071
4303 FOXO4  1.447182629 2.335833501
4306 NR3C2  0.24897202 3.949991865
4308 TRPM1  0 0
4311 MME  0.132214463 6.013197299
4312 MMP1  3.32200014 2.421626273
4313 MMP2  0 4.156062934
4314 MMP3  0 0.480815757
4316 MMP7  0.687869026 0
4317 MMP8  0 0
431707 LHX8  0 0
4318 MMP9  0.132214463 1.948704004
4319 MMP10  0.353511395 0.208251188
432 ASGR1  1.629091327 0.380519845
4320 MMP11  1.342097258 2.072627659
4321 MMP12  0 1.407802965
4322 MMP13  0.132214463 0.143535956
4323 MMP14  3.08094168 4.360911603
4324 MMP15  2.105231923 4.070255434
4325 MMP16  0 0.694777878
4326 MMP17  0 0.326328672
4327 MMP19  0.991857044 1.741802763
4329 ALDH6A1 00280+1.2.1.27 3.214412643 4.06231844
4329 ALDH6A1 00640+1.2.1.27 3.214412643 4.06231844
433 ASGR2  2.618984091 0.074341092
4330 MN1  0.24897202 1.948704004
4331 MNAT1  3.442005209 2.863073062
4332 MNDA  0 1.700393382
4335 MNT  2.375218443 3.083606818
4336 MOBP  0 0
4337 MOCS1  3.561257517 3.628538115
4337 MOCS1 00790+4.1.99.22 3.561257517 3.628538115
4337 MOCS1 00790+4.6.1.17 3.561257517 3.628538115
4338 MOCS2  3.854869507 3.963277023
4338 MOCS2 00790+2.8.1.12 3.854869507 3.963277023
4340 MOG  0 0
4343 MOV10  2.307233928 3.909043412
4345 CD200  0 1.926470418
435 ASL 00220+4.3.2.1 2.234288181 3.270067821
435 ASL 00250+4.3.2.1 2.234288181 3.270067821
4350 MPG  3.32200014 2.994974131
4351 MPI  2.438873818 3.616165744
4351 MPI 00051+5.3.1.8 2.438873818 3.616165744
4351 MPI 00520+5.3.1.8 2.438873818 3.616165744
4352 MPL  0 0.074341092
4353 MPO 00983+1.11.2.2 0 0
4354 MPP1  2.717030236 4.580312496
4354 MPP1 00230+2.7.4.8 2.717030236 4.580312496
4355 MPP2  1.511566348 0.804145711
4355 MPP2 00230+2.7.4.8 1.511566348 0.804145711
4356 MPP3  1.511566348 1.150849339
4356 MPP3 00230+2.7.4.8 1.511566348 1.150849339
4357 MPST 00920+2.8.1.1 2.956707944 4.355973116
4358 MPV17  2.587592383 2.455309083
4359 MPZ  0.132214463 2.012584238
4361 MRE11  4.062279958 2.636572714
4363 ABCC1  2.375218443 2.208635513
438 ASMT  0 0
43847 KLK14  0 0
43849 KLK12  0 1.627323091
439 ASNA1  3.185604573 3.187567663
439921 MXRA7  2.015201814 1.714387903
439996 IFIT1B  0 0
440 ASNS  4.723198288 2.441971791
440 ASNS 00250+6.3.5.4 4.723198288 2.441971791
440026 TMEM41B  4.553874707 4.083345351
440073 IQSEC3  0 0.480815757
440077 ZNF705A  0 0
440087 SMCO3  0 0
440093 H3F3C  1.18223294 0.431924683
440097 DBX2  0 0
440145 MZT1  3.996942314 2.487894233
440163 RNASE13  0 0
440184 CCDC196  0 0
440193 CCDC88C  2.052192052 2.721298394
440270 GOLGA8B  1.708975197 3.346277383
440275 EIF2AK4  3.511879903 2.562021576
440275 EIF2AK4 04150+2.7.11.1 3.511879903 2.562021576
440275 EIF2AK4 04151+2.7.11.1 3.511879903 2.562021576
440275 EIF2AK4 04714+2.7.11.1 3.511879903 2.562021576
440275 EIF2AK4 04926+2.7.11.1 3.511879903 2.562021576
440275 EIF2AK4 05165+2.7.11.1 3.511879903 2.562021576
440307 TTLL13P  0 0
440335 SMIM22  0 4.027177681
440387 CTRB2  0 0
440400 RNASEK  1.09156854 2.922930804
440435 GPR179  0 0
440498 HSBP1L1  2.688612366 2.297793867
440503 PLIN5  0.132214463 0.571963007
440515 ZNF506  2.015201814 3.538533499
440519 AC092329.3  2.510269421 1.12613091
440519 ZNF724  2.510269421 1.12613091
440533 PSG8  0.353511395 0
440585 FAM183A  0 0
440590 ZYG11A  1.413366475 0.143535956
440603 BCL2L15  0 4.778468771
440689 HIST2H2BF  3.857858381 2.147458478
440695 ETV3L  0 0
440699 LRRC52  0 0
440712 RHEX  0 0
440730 TRIM67  0 0
440738 MAP1LC3C  0.132214463 0.694777878
440829 SHISA8  0 0
440836 ODF3B  0.132214463 2.818011811
440854 CAPN14  0 0
440955 TMEM89  0 0
440956 IQCF6  0 0
440957 SMIM4  3.965283622 2.935304254
441024 MTHFD2L  2.321205614 2.519451013
441024 MTHFD2L 00670+1.5.1.5+3.5.4.9 2.321205614 2.519451013
441024 MTHFD2L 00720+1.5.1.5+3.5.4.9 2.321205614 2.519451013
441027 TMEM150C  1.413366475 2.274255561
441054 C4orf47  0.353511395 0.326328672
441061 MARCH11  0 0
441150 C6orf226  2.052192052 2.305518436
441151 TMEM151B  0 0.326328672
441161 OOEP  0 0.326328672
441168 CALHM6  0 1.91516546
441234 ZNF716  0 0
441282 AKR1B15  0 0
441376 AARD  0 0.326328672
441381 LRRC24  0.534599975 0.480815757
441459 ANKRD18B  0.132214463 0
441476 STPG3  0 0
441478 NRARP  2.388277809 3.310308025
441509 GLRA4  0 0
441518 RTL8B  2.956707944 2.400858202
441521 CT45A5  0 0
441525 SPANXN4  0 0
441549 CDNF  1.57205436 1.266030907
441631 TSPAN11  0 2.062867456
441869 ANKRD65  0 0.933534465
442117 GALNTL6  0 0
442213 PTCHD4  0 0.61459938
442247 RFPL4B  0 0
442319 ZNF727  0 1.100785961
442425 FOXB2  0 0
442721 LMOD2  0 0
443 ASPA  0.24897202 2.674526348
4430 MYO1B  4.123609158 3.118337631
4435 CITED1  0.24897202 0.480815757
4436 MSH2  3.918645467 1.98115412
4437 MSH3  2.361986271 3.090650149
4438 MSH4  0 0
4439 MSH5  2.388277809 2.033001922
444 ASPH  5.138631671 4.219319
4440 MSI1  1.656434496 0.933534465
445 ASS1 00220+6.3.4.5 2.707647058 4.742124145
445 ASS1 00250+6.3.4.5 2.707647058 4.742124145
445347 TRGC1  0 1.221537312
445577 C9orf129  0 0.208251188
445815 PALM2-AKAP2  0.24897202 0.269031705
4477 MSMB  0.534599975 0.269031705
4478 MSN  0 1.819807194
4481 MSR1  0 2.343270818
4482 MSRA  0.938006738 3.887131852
4485 MST1  0 0.208251188
4486 MST1R  0.687869026 3.145279124
4487 MSX1  2.753706535 0.527427501
4488 MSX2  3.540978974 0.527427501
448834 KPRP  0 0
448835 LCE6A  0 0
4489 MT1A  1.447182629 3.921352061
4490 MT1B  0 0.074341092
4494 MT1F  1.656434496 4.976781872
4495 MT1G  0.132214463 7.015648266
4496 MT1H  0 3.069369559
4499 MT1M  0 4.097549077
4501 MT1X  1.829386548 5.398269143
4502 MT2A  0 0.074341092
4504 MT3  0 0.326328672
4507 MTAP  3.561257517 2.975477121
4515 MTCP1  2.388277809 2.910402332
4520 MTF1  1.265356278 1.671802733
4521 NUDT1  2.203551749 1.407802965
4522 MTHFD1 00670+1.5.1.5+3.5.4.9 4.353559228 2.867469491
4522 MTHFD1 00670+6.3.4.3 4.353559228 2.867469491
4522 MTHFD1 00720+1.5.1.5+3.5.4.9 4.353559228 2.867469491
4522 MTHFD1 00720+6.3.4.3 4.353559228 2.867469491
4524 MTHFR  1.851821849 3.125141357
4524 MTHFR 00670+1.5.1.20 1.851821849 3.125141357
4524 MTHFR 00720+1.5.1.20 1.851821849 3.125141357
4528 MTIF2  3.573230148 3.588821966
4534 MTM1 00562+3.1.3.64+3.1.3.95 2.087862681 3.206498199
4534 MTM1 04070+3.1.3.64+3.1.3.95 2.087862681 3.206498199
4542 MYO1F  0 2.328340455
4547 MTTP  0.881090702 6.783264359
4548 MTR 00270+2.1.1.13 2.831617782 3.155197947
4548 MTR 00450+2.1.1.13 2.831617782 3.155197947
4548 MTR 00670+2.1.1.13 2.831617782 3.155197947
4552 MTRR  3.280343608 2.991105021
4580 MTX1  3.821388431 2.716208229
4582 MUC1  0 2.297793867
4583 MUC2  0.132214463 6.873468518
4585 MUC4  0.132214463 0.769002227
4586 MUC5AC  0 0
4588 MUC6  0 0.074341092
4589 MUC7  0 0
4591 TRIM37  2.999856987 2.379649655
4593 MUSK  0 1.580772539
4594 MUT  2.33498478 3.473689626
4595 MUTYH  2.307233928 2.082293519
4597 MVD  3.723932321 2.700780404
4597 MVD 00900+4.1.1.33 3.723932321 2.700780404
4598 MVK  1.782947003 1.856640286
4598 MVK 00900+2.7.1.36 1.782947003 1.856640286
4599 MX1  0.24897202 2.537917883
460 ASTN1  0 0.527427501
4600 MX2  0 1.781565372
4601 MXI1  1.873764832 4.372665409
4602 MYB  0.24897202 2.328340455
4603 MYBL1  0.534599975 1.686200232
4604 MYBPC1  0 0.870931311
4605 MYBL2  5.612955759 2.25014982
4606 MYBPC2  0 0
4607 MYBPC3  0 0
4608 MYBPH  3.848864826 0
4609 MYC  4.741865426 4.407119972
4610 MYCL  0.756509028 2.274255561
4613 MYCN  3.22007599 1.074781905
4615 MYD88  3.311747556 3.970582109
4616 GADD45B  4.057402785 4.212484931
4617 MYF5  0 0
4618 MYF6  0 0
4619 MYH1  0 0
462 SERPINC1  1.042955075 0
4620 MYH2  0 0.074341092
4621 MYH3  0 0
4622 MYH4  0 0
4624 MYH6  0 0
4625 MYH7  0 0.143535956
4626 MYH8  0 0
4627 MYH9  5.419434321 5.682632318
4628 MYH10  3.532750997 1.714387903
4629 MYH11  0.132214463 6.619113596
463 ZFHX3  2.187821843 2.537917883
4632 MYL1  0 0
4633 MYL2  0 0
4634 MYL3  2.64942028 0.269031705
4635 MYL4  0.534599975 0
4636 MYL5  0.820738686 1.948704004
4637 MYL6  4.960294371 5.5689449
4638 MYLK  2.087862681 5.665138964
4640 MYO1A  2.155599698 6.154674316
4641 MYO1C  3.423746072 3.895012639
4642 MYO1D  4.422058168 4.720353952
4643 MYO1E  3.366878782 4.116598295
4644 MYO5A  1.447182629 2.217077395
4645 MYO5B  2.964029989 5.118927283
4646 MYO6  3.371743209 4.368762804
4647 MYO7A  1.304462734 1.198525417
4648 MYO7B  0.24897202 5.80140869
4649 MYO9A  3.225707445 2.711092022
4650 MYO9B  2.219038051 3.017879593
4651 MYO10  3.978596757 3.896581371
4653 MYOC  0 1.937649002
4654 MYOD1  0 0
4656 MYOG  0 0
4659 PPP1R12A  3.119144764 4.21019649
466 ATF1  3.581133001 3.578102778
4660 PPP1R12B  1.542267634 2.372478991
4661 MYT1  0 0.208251188
4664 NAB1  2.659363242 2.091866845
4665 NAB2  1.378366645 1.794475823
4666 NACA  5.762668464 5.393719636
4668 NAGA 00052+3.2.1.22 3.332148674 3.612007369
4668 NAGA 00561+3.2.1.22 3.332148674 3.612007369
4668 NAGA 00600+3.2.1.22 3.332148674 3.612007369
4668 NAGA 00603+3.2.1.22 3.332148674 3.612007369
4669 NAGLU 00531+3.2.1.50 2.608629297 3.114918329
467 ATF3  3.734116591 3.522712448
4670 HNRNPM  5.186391814 4.773915793
4673 NAP1L1  5.768868456 4.514082494
4674 NAP1L2  0.132214463 0.992448294
4675 NAP1L3  0 0.769002227
4676 NAP1L4  4.416952421 3.813262147
4677 NARS  4.64890424 4.985261181
4677 NARS 00970+6.1.1.22 4.64890424 4.985261181
4678 NASP  3.507652898 2.241983689
468 ATF4  5.944540172 5.134502797
4680 CEACAM6  3.173844884 3.69013177
4681 NBL1  0.24897202 3.590952084
4682 NUBP1  2.919271274 3.12174528
4683 NBN  3.366878782 3.540773354
4684 NCAM1  0 3.062174189
4685 NCAM2  0 0.838095947
4686 NCBP1  4.408384482 3.480841749
4688 NCF2  0.132214463 1.150849339
4689 NCF4  0 2.435235841
4690 NCK1  3.600621136 3.101122995
4691 NCL  6.69768717 5.920073865
4692 NDN  0 3.181177001
4693 NDP  0 0.380519845
4694 NDUFA1  4.266229576 4.770650926
4695 NDUFA2  4.684784936 4.240657151
4696 AC012314.1  4.39102518 4.381390979
4696 AC012314.14  4.39102518 4.381390979
4696 AC012314.15  4.39102518 4.381390979
4696 AC012314.17  4.39102518 4.381390979
4696 AC012314.21  4.39102518 4.381390979
4696 AC012314.27  4.39102518 4.381390979
4696 AC012314.32  4.39102518 4.381390979
4696 AC012314.6  4.39102518 4.381390979
4696 NDUFA3  4.39102518 4.381390979
4697 NDUFA4  5.949711818 5.390557809
4698 NDUFA5  4.069551404 4.298928719
47 ACLY  4.465248906 3.711106585
47 ACLY 00020+2.3.3.8 4.465248906 3.711106585
47 ACLY 00020+6.2.1.5 4.465248906 3.711106585
47 ACLY 00640+6.2.1.5 4.465248906 3.711106585
47 ACLY 00660+6.2.1.5 4.465248906 3.711106585
47 ACLY 00720+2.3.3.8 4.465248906 3.711106585
47 ACLY 00720+6.2.1.5 4.465248906 3.711106585
4700 NDUFA6  4.934190423 4.619869163
4701 NDUFA7  4.538883597 4.432203554
4702 NDUFA8  3.225707445 3.674596201
4703 NEB  0 0
4704 NDUFA9  4.035156273 3.483214467
4705 NDUFA10  4.364407783 4.663031983
4706 NDUFAB1  4.631158138 4.53084794
4707 NDUFB1  3.907348289 3.87278801
4708 NDUFB2  3.805791115 3.672637174
4709 NDUFB3  3.067875959 2.849766601
471 ATIC  5.446612013 3.630585376
471 ATIC 00230+3.5.4.10+2.1.2.3 5.446612013 3.630585376
471 ATIC 00670+2.1.2.3 5.446612013 3.630585376
4710 NDUFB4  4.947327572 4.910786082
4711 NDUFB5  5.191123406 5.364174419
4712 NDUFB6  4.733197441 4.171660922
4713 NDUFB7  4.476565368 4.364844909
4715 NDUFB9  4.949333441 4.893004855
4716 NDUFB10  4.575948239 4.941575697
4717 NDUFC1  4.850417285 5.068264548
4719 NDUFS1  4.624247972 4.802829611
472 ATM  2.888278935 2.804087739
472 ATM 04150+2.7.11.1 2.888278935 2.804087739
472 ATM 04151+2.7.11.1 2.888278935 2.804087739
472 ATM 04714+2.7.11.1 2.888278935 2.804087739
472 ATM 04926+2.7.11.1 2.888278935 2.804087739
472 ATM 05165+2.7.11.1 2.888278935 2.804087739
4720 NDUFS2  4.185703107 4.556291312
4722 NDUFS3  4.757766453 4.466473319
4723 NDUFV1  5.133644438 4.654253308
4724 NDUFS4  4.3822312 4.352998274
4725 NDUFS5  5.532959251 5.341890048
4726 NDUFS6  5.085856812 4.734015761
4728 NDUFS8  5.478987496 4.795838609
4729 NDUFV2  5.205960769 4.497031167
473 RERE  3.553195379 4.214768147
4731 NDUFV3  4.769828242 4.695987253
4733 DRG1  4.177065134 3.206498199
4733 DRG1 00970+6.1.1.3 4.177065134 3.206498199
4734 NEDD4  2.848136915 3.693978241
4735 SEPT2  4.617289723 4.574758943
4736 RPL10A  2.73553652 2.02284519
4738 NEDD8  0.614168056 0.208251188
4739 NEDD9  3.34219525 4.257187223
474 ATOH1  0 3.094153299
4741 NEFM  0 0.61459938
474343 SPIN2B  2.307233928 1.807221716
474344 GIMAP6  0 2.85865722
4744 NEFH  0 0.326328672
4745 NELL1  0 0.326328672
4747 NEFL  0 1.244031549
475 ATOX1  4.262254017 4.060989462
4750 NEK1  1.708975197 2.120048916
4751 NEK2  2.203551749 0.870931311
4752 NEK3  2.401168824 2.562021576
4753 NELL2  0 3.391442854
4756 NEO1  1.758892628 3.851699002
4758 NEU1  4.423754307 3.682394154
4758 NEU1 00511+3.2.1.18 4.423754307 3.682394154
4758 NEU1 00600+3.2.1.18 4.423754307 3.682394154
476 ATP1A1  4.883061716 7.115520839
4760 NEUROD1  0 2.328340455
4761 NEUROD2  0 0.208251188
4762 NEUROG1  0 0
4763 NF1  3.545067714 4.068936969
477 ATP1A2  0.132214463 2.780441247
4771 NF2  3.093838887 3.080066461
4772 NFATC1  0.448149231 2.156430551
4773 NFATC2  2.659363242 3.158482478
4774 NFIA  1.09156854 4.712759631
4775 NFATC3  2.956707944 3.406908766
4776 NFATC4  0 0.992448294
4778 NFE2  2.234288181 0.431924683
4779 NFE2L1  4.587524545 4.79838645
478 ATP1A3  0.132214463 1.308628866
4780 NFE2L2  3.812059264 4.50303226
4781 NFIB  0.132214463 4.686071861
4782 NFIC  0.132214463 3.782115482
4783 NFIL3  1.916257086 3.043955942
4784 NFIX  0 3.414552939
479 ATP12A 00190+3.6.3.10 0 0
4790 NFKB1  2.498718545 3.367786034
4791 NFKB2  2.555183208 2.827187967
4792 NFKBIA  2.475208651 5.227746435
4793 NFKBIB  3.067875959 2.9833216
4794 NFKBIE  1.996180607 2.441971791
4795 NFKBIL1  2.293064263 3.029138535
4796 TONSL  1.916257086 1.174971477
4798 NFRKB  2.985679842 1.91516546
4799 NFX1  3.034444685 3.895012639
48 ACO1 00020+4.2.1.3 3.645899165 4.463810101
48 ACO1 00290+4.2.1.33 3.645899165 4.463810101
48 ACO1 00630+4.2.1.3 3.645899165 4.463810101
48 ACO1 00720+4.2.1.3 3.645899165 4.463810101
480 ATP1A4  0 0.143535956
4800 NFYA  2.73553652 2.818011811
4801 NFYB  3.623516391 2.822610414
4802 NFYC  3.332148674 3.797810074
4803 NGF  0 0.208251188
4804 NGFR  0.353511395 2.101349391
4807 NHLH1  0 0
4808 NHLH2  0 0
4809 SNU13  4.804006529 4.124117526
481 ATP1B1  5.362757351 6.468560629
4810 NHS  1.137927892 0.992448294
4811 NID1  3.451011258 3.783871539
4814 NINJ1  2.856295265 3.499667708
4815 NINJ2  1.916257086 1.369305364
4817 NIT1  3.106571872 3.98503411
4818 NKG7  0 2.711092022
482 ATP1B2  0.534599975 2.233750324
4820 NKTR  2.789085137 3.449472888
4821 NKX2-2  0 0.326328672
4824 NKX3-1  0.353511395 0.431924683
4825 NKX6-1  0 0
4826 NNAT  0 2.746367678
4828 NMB  1.708975197 0.326328672
483 ATP1B3  4.088687334 4.701609361
4830 NME1  0 0
4830 NME1 00230+2.7.4.6 0 0
4830 NME1 00240+2.7.4.6 0 0
4830 NME1 00983+2.7.4.6 0 0
4832 NME3  0 3.151902592
4832 NME3 00230+2.7.4.6 0 3.151902592
4832 NME3 00240+2.7.4.6 0 3.151902592
4832 NME3 00983+2.7.4.6 0 3.151902592
4833 NME4  4.697754034 3.218922351
4833 NME4 00230+2.7.4.6 4.697754034 3.218922351
4833 NME4 00240+2.7.4.6 4.697754034 3.218922351
4833 NME4 00983+2.7.4.6 4.697754034 3.218922351
4835 NQO2  3.191432962 3.293260109
4836 NMT1  5.036589051 4.687494379
4837 NNMT  0 3.043955942
4838 NODAL  0 0
4839 NOP2  4.059844345 2.556049901
4841 NONO  4.376917451 3.925929023
4842 NOS1 00220+1.14.13.39 0.132214463 0.431924683
4842 NOS1 00330+1.14.13.39 0.132214463 0.431924683
4842 NOS1 00460+1.14.13.39 0.132214463 0.431924683
4843 NOS2 00220+1.14.13.39 0.353511395 1.515129711
4843 NOS2 00330+1.14.13.39 0.353511395 1.515129711
4843 NOS2 00460+1.14.13.39 0.353511395 1.515129711
4846 NOS3  0.132214463 2.625458877
4846 NOS3 00220+1.14.13.39 0.132214463 2.625458877
4846 NOS3 00330+1.14.13.39 0.132214463 2.625458877
4846 NOS3 00460+1.14.13.39 0.132214463 2.625458877
4848 CNOT2  4.009843239 3.983598273
4849 CNOT3  3.481908633 3.378369327
4850 CNOT4  3.067875959 3.562900221
4851 NOTCH1  0.614168056 2.525644605
4852 NPY  0 3.051283117
4853 NOTCH2  0.353511395 0.208251188
4854 NOTCH3  3.087411076 2.435235841
4855 NOTCH4  0 1.959638129
4856 NOV  0.132214463 1.515129711
4857 NOVA1  0 2.043056532
4858 NOVA2  0 0.804145711
486 FXYD2  0.132214463 0
4860 PNP 00230+2.4.2.1 4.544907036 4.588977667
4860 PNP 00240+2.4.2.1 4.544907036 4.588977667
4860 PNP 00760+2.4.2.1 4.544907036 4.588977667
4861 NPAS1  0.132214463 0
4862 NPAS2  0.756509028 4.068936969
4863 NPAT  3.645899165 3.275916514
4864 NPC1  3.253398619 3.707325559
4867 NPHP1  1.683049873 1.221537312
4868 NPHS1  0 0
4869 NPM1  6.374628026 5.031662268
487 ATP2A1  0 0
4878 NPPA  0 0
4879 NPPB  2.771552284 0
488 ATP2A2  4.221604167 4.832161661
4880 NPPC  0.353511395 0.61459938
4881 NPR1  0.938006738 2.455309083
4882 NPR2  0 0.269031705
4882 NPR2 00230+4.6.1.2 0 0.269031705
4883 NPR3  0 1.174971477
4884 NPTX1  0.24897202 1.349486137
4885 NPTX2  0 0.380519845
4886 NPY1R  1.656434496 0.655491988
4887 NPY2R  0 0.431924683
4889 NPY5R  0 0
489 ATP2A3  1.09156854 3.138611492
4891 SLC11A2  3.789946664 2.947526471
4892 NRAP  0 0
4893 NRAS  3.664176232 3.662784056
4897 NRCAM  3.437471586 0.527427501
4898 NRDC  3.6347704 3.520431725
4899 NRF1  2.139090722 2.435235841
49 ACR  0 0
490 ATP2B1  3.839789654 4.070255434
4900 NRGN  2.348576658 1.880462931
4901 NRL  0.448149231 0.61459938
4904 YBX1  3.337184579 3.468892968
4907 NT5E  0.756509028 3.684334178
4908 NTF3  2.087862681 1.91516546
491 ATP2B2  0 0.208251188
4913 NTHL1  2.659363242 1.794475823
4914 NTRK1  0 0.208251188
4915 NTRK2  0 1.266030907
4916 NTRK3  0.132214463 1.407802965
4917 NTN3  0.132214463 0.074341092
4919 ROR1  3.112878078 1.880462931
492 ATP2B3  0 0
4920 ROR2  0.24897202 2.313183793
4921 DDR2  0 3.151902592
4922 NTS  0.132214463 5.573350895
4923 NTSR1  0 0.208251188
492307 PPDPFL  0 0
492311 IGIP  0 0.326328672
4924 NUCB1  3.202988809 4.563558447
4925 NUCB2  3.236876098 3.087134685
4926 NUMA1  4.05495525 4.569974084
4927 NUP88  3.13156154 3.104589712
4928 NUP98  4.583199119 4.039482034
4929 NR4A2  1.378366645 3.315926685
493 ATP2B4  2.293064263 4.338997453
4931 NVL  3.137712586 2.831744662
4935 GPR143  0.756509028 0.143535956
493753 COA5  3.600621136 3.401779994
4938 OAS1  2.73553652 3.628538115
493829 TRIM72  0 0
493856 CISD2  3.730733346 3.439619565
493860 CCDC73  0 0
493861 EID3  0 0.655491988
493869 GPX8  3.532750997 2.217077395
493869 GPX8 00480+1.11.1.9 3.532750997 2.217077395
493869 GPX8 00590+1.11.1.9 3.532750997 2.217077395
4939 OAS2  0 2.241983689
493911 PHOSPHO2  0.24897202 0.074341092
4940 OAS3  2.307233928 2.165322842
494118 SPANXN1  0 0
494143 CHAC2 00480+4.3.2.7 2.307233928 1.937649002
494188 FBXO47  0 0
494197 SPANXN5  0 0
4942 OAT 00330+2.6.1.13 6.008729696 7.374116859
4943 TBC1D25  1.511566348 1.741802763
494470 RNF165  0 0.326328672
494513 PJVK  0 0.074341092
4948 OCA2  0.353511395 0
495 ATP4A  0 0
495 ATP4A 00190+3.6.3.10 0 0
4952 OCRL  2.79773762 2.893449735
4952 OCRL 00562+3.1.3.36 2.79773762 2.893449735
4952 OCRL 04070+3.1.3.36 2.79773762 2.893449735
